what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318533003503
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318533395592
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318533398598
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318533404727
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318533406398
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318533467593
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318533476598
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318533509273
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318533527308
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318533618123
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318533622343
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318533910944
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318533914403
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318533973602
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318533983172
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318533984374
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318533988926
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318533989686
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318533993092
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318533993718
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318533995840
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534050040
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1318534061211
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1318534072461
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1318534073335
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1318534075803
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1318534077420
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534085878
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534086288
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534086340
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534086367
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534086391
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534086429
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534086456
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534086490
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534086528
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534086556
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534086596
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534086623
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534086663
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534086690
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534086728
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534086757
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534086790
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534086828
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534086856
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534087079
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534087489
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534087634
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534087661
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534087691
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534087736
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534087778
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534087798
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534088024
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534088207
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534088367
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534088527
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534088703
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534088895
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534089056
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534089215
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534089393
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534089711
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1318534091701
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1318534097134
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1318534100212
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534111912
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534128102
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534132565
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534133399
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534134370
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534145257
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534146103
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534160082
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534161908
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534165731
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534166691
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534167881
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534169107
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534172819
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534173607
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534178104
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534180575
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534180967
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534182121
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534190836
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534194419
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534196478
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534199814
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534200226
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534200261
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534200308
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534200334
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534200361
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534200411
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534200434
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534200483
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534200498
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534200547
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534200569
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534200612
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534200637
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534200679
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534200704
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534200736
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534200765
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534200815
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534200840
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534200863
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534201066
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534201257
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534201425
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534204229
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534205218
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534206786
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534207059
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534207249
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534207457
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534207633
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534207889
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534208082
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534208259
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534208433
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534208609
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534208755
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534208897
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534209042
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534209186
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534209346
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534209505
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534209666
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534209825
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534209985
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534210145
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534210305
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534210466
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534210641
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1318534218286
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534235333
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534236185
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1318534251162
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1318534254565
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534256483
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534257179
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534259316
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534371818
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1318534384319
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1318534385268
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1318534392390
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1318534400954
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1318534404253
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1318534405921
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1318534406918
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1318534409090
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1318534410497
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534419716
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534422471
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1318534431909
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534434900
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534440176
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534442792
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534450598
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1318534455141
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1318534465549
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318534470571
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1318534472743
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534481210
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534488003
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534496841
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534497756
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534499417
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534513709
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534514809
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534569135
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534575087
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534576299
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534577550
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534778267
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534780272
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534800746
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534801343
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534945187
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1318534969696
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534972163
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534975592
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534976208
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318534999703
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1318535001239
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318535011219
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318535011393
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318535011552
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318535011680
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318535011841
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318535011984
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318535012128
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1318535018345
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318535022595
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318535025077
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318535035369
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318535038468
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1318535052312
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1318535060499
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1318535065671
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318535072342
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318535108268
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1318535109538
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318535111045
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318535126619
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318535128616
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318535173975
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318535176235
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318535199592
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318535201482
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318535266889
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318535267851
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318535398843
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318535402173
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318535407601
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318535408429
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318535409693
