what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318539567513
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318539570631
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318539690139
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318539695221
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318539723949
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318539734811
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318539735776
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318539737724
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318540538062
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318540543346
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318540555627
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318540563675
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318540564584
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318540565481
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318540570540
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318540572122
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318540976371
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318540977938
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318540987863
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318540989361
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318541013188
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1318541016616
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1318541035866
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1318541037307
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318541045522
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318541502188
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318541503141
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318542519296
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318542528942
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318542552880
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318542553819
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318542655059
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318542655902
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318543162034
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1318543178221
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1318543183838
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318543200933
